
sys	0m0.059s

real	0m0.277s
user	0m0.461s
sys	0m0.056s

real	0m0.270s
user	0m0.446s
sys	0m0.052s

real	0m0.283s
user	0m0.451s
sys	0m0.058s

real	0m0.303s
user	0m0.493s
sys	0m0.060s

real	0m0.273s
user	0m0.444s
sys	0m0.051s

real	0m0.271s
user	0m0.446s
sys	0m0.053s

